Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23
engine_model/j52-p-8as;J52-P-8A;J52-P-8As;nice;;;;;;;;;;;;;;;;;;;
engine_model/j52-p-8b;J52-P-8B;J52-P-8B;same;;;;;;;;;;;;;;;;;;;
engine_model/j52-p-408;J52-P-408;J52-P-408;same;;;;;;;;;;;;;;;;;;;
engine_model/tf_41_a_1;TF41-A-1;TF-41-A-1;nice;;;;;;;;;;;;;;;;;;;
engine_model/tf_41_a_2;TF41-A-2;TF-41-A-2;nice;;;;;;;;;;;;;;;;;;;
engine_model/gem_2_1004d;GEM 2-1004D;GEM 2-1004D;same;;;;;;;;;;;;;;;;;;;
engine_model/250c20r1;250-C20R1;250-C20R1;same;;;;;;;;;;;;;;;;;;;
engine_model/spey_101;Spey 101;Spey 101;same;;;;;;;;;;;;;;;;;;;
engine_model/r-11f2s-300;R-11F2S-300;R-11F2S-300;same;;;;;;;;;;;;;;;;;;;
engine_model/j85-ge-17b;J85-GE-17B;J85-GE-17B;same;;;;;;;;;;;;;;;;;;;
engine_model/j65-w-7;J65-W-7;J65-W-7;same;;;;;;;;;;;;;;;;;;;
engine_model/j65-w-3;J65-W-3;J65-W-3;same;;;;;;;;;;;;;;;;;;;
engine_model/am-37p;AM-37P;AM-37P;same;;;;;;;;;;;;;;;;;;;
engine_model/mercury-viii;Mercury VIII;Mercury VIII;same;;;;;;;;;;;;;;;;;;;
engine_model/j85_ge_13;J85-GE-13;J85-GE-13;same;;;;;;;;;;;;;;;;;;;
engine_model/al_21f_3;AL-21F-3;AL-21F-3;same;;;;;;;;;;;;;;;;;;;
engine_model/tr_1;TR-1;TR-1;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/lulka;A.Lyulka;A.Lulka;trim;;;;;;;;;;;;;;;;;;;
engine_model/atar_9c;Atar 9C;Atar 9C;same;;;;;;;;;;;;;;;;;;;
engine_model/nene-102;Nene 102;Nene-102;nice;;;;;;;;;;;;;;;;;;;
engine_model/j57_p_16;J57-P-16;J57-P-16;same;;;;;;;;;;;;;;;;;;;
engine_model/merlin_225;Merlin 225;Merlin 225;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/mtu_aero_engines;MTU Aero Engines;MTU Aero Engines;same;;;;;;;;;;;;;;;;;;;
engine_model/j79_mtu_17a;J79-MTU-17A;J79-MTU-17A;same;;;;;;;;;;;;;;;;;;;
engine_model/j79_mtu_j1k;J79-MTU-J1K;J79-MTU-J1K;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/ultraflight;UltraFlight;UltraFlight;same;;;;;;;;;;;;;;;;;;;
engine_model/willy_willy_9;Willy-Willy-9;Willy-Willy-9;same;;;;;;;;;;;;;;;;;;;
engine_model/willy_willy_mini_9;Willy-Willy-9-mini;Willy-Willy-9-mini;same;;;;;;;;;;;;;;;;;;;
engine_model/power_pull_2000;PowerPull-2000;PowerPull-2000;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/super_engine;Super Engine;Super Engine;same;;;;;;;;;;;;;;;;;;;
engine_model/zx-785-se;ZX-785-se;ZX-785-se;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/w&p;W&P;W&P;same;;;;;;;;;;;;;;;;;;;
engine_model/big_boss;Big Boss;Big Boss;same;;;;;;;;;;;;;;;;;;;
engine_model/dragon_6;Dragon-6;Dragon-6;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/gnome;Gnome;Gnome;same;;;;;;;;;;;;;;;;;;;
engine_model/little_pony;Little Pony;Little Pony;same;;;;;;;;;;;;;;;;;;;
engine_model/zzzzoom;Zzzzoom-Boom;Zzzzoom-Boom;same;;;;;;;;;;;;;;;;;;;
engine_model/big_pony;Big Pony;Big Pony;same;;;;;;;;;;;;;;;;;;;
engine_model/al_61f;AL-61F;AL-61F;same;;;;;;;;;;;;;;;;;;;
engine_model/centaurus-59;Centaurus 59;Centaurus 59;same;;;;;;;;;;;;;;;;;;;
engine_model/avon_208;Avon Mk.208;Avon Mk.208;same;;;;;;;;;;;;;;;;;;;
engine_model/r-11af-300;R-11AF-300;R-11AF-300;same;;;;;;;;;;;;;;;;;;;
engine_model/verdon_350;Verdon 350;Verdon-350;nice;;;;;;;;;;;;;;;;;;;
engine_model/r-29-300;R-29-300;R-29-300;same;;;;;;;;;;;;;;;;;;;
engine_model/wp-7f;WP-7F;WP-7F;same;;;;;;;;;;;;;;;;;;;
engine_model/j85_ge_21a;J85-GE-21A;J85-GE-21A;same;;;;;;;;;;;;;;;;;;;
engine_model/derwent-9;Derwent 9;Derwent 9;same;;;;;;;;;;;;;;;;;;;
engine_model/wp-13f;WP-13F;WP-13F;same;;;;;;;;;;;;;;;;;;;
20mm_rh202_naval_heit/name;20 mm HEIT belts;20 mm HEIT belts;same;;;;;;;;;;;;;;;;;;;
modification/20mm_rh202_naval_heit_ammo_pack;20 mm HEIT belts;20 mm HEIT belts;same;;;;;;;;;;;;;;;;;;;
20mm_rh202_naval_apit/name;20 mm APIT belts;20 mm APIT belts;same;;;;;;;;;;;;;;;;;;;
modification/20mm_rh202_naval_apit_ammo_pack;20 mm APIT belts;20 mm APIT belts;same;;;;;;;;;;;;;;;;;;;
20mm_rh202_naval_apds/name;20 mm APDS belts;20 mm APDS belts;same;;;;;;;;;;;;;;;;;;;
modification/20mm_rh202_naval_apds_ammo_pack;20 mm APDS belts;20 mm APDS belts;same;;;;;;;;;;;;;;;;;;;
engine_model/sc3-g;R-1830-SC3-G;SC3-G;trim;;;;;;;;;;;;;;;;;;;
engine_model/sakae_31a;Sakae 31a;Sakae 31a;same;;;;;;;;;;;;;;;;;;;
engine_model/gyron_junior_dgj_2;Gyron Junior DGJ.2;Gyron Junior DGJ.2 (Mk.101);nice;;;;;;;;;;;;;;;;;;;
engine_model/mk4b;Mamoru 11;MK4B;trim;;;;;;;;;;;;;;;;;;;
engine_model/jumo_211n;Jumo 211N;Jumo 211N;same;;;;;;;;;;;;;;;;;;;
engine_model/128_rc_18;128 R.C.18;128 RC.18;trim;;;;;;;;;;;;;;;;;;;
engine_model/sgr_1820_f_3;SGR-1820-F3;SGR-1820 F-3;nice;;;;;;;;;;;;;;;;;;;
modification/57mm_britain_6pdr_apc_navy_ammo_pack;Shot Mk.8;Shot Mk.8;same;;;;;;;;;;;;;;;;;;;
57mm_britain_6pdr_apc_navy/name;Shot Mk.8;Shot Mk.8;same;;;;;;;;;;;;;;;;;;;
engine_model/r-29b-300;R-29B-300;R-29B-300;same;;;;;;;;;;;;;;;;;;;
engine_model/rm8a;RM8A;RM8A;same;;;;;;;;;;;;;;;;;;;
engine_model/rm8b;RM8B;RM8B;same;;;;;;;;;;;;;;;;;;;
engine_model/rm6b;RM6B;RM6B;same;;;;;;;;;;;;;;;;;;;
engine_model/jumo_205d;Jumo 205D;Jumo 205D;same;;;;;;;;;;;;;;;;;;;
engine_model/m_43v;M-43V;M-43V;same;;;;;;;;;;;;;;;;;;;
engine_model/griffon-57a;Griffon 57A;Griffon 57A;same;;;;;;;;;;;;;;;;;;;
engine_model/j57_p_20a;J57-P-20A;J57-P-20A;same;;;;;;;;;;;;;;;;;;;
engine_model/j57_p_20;J57-P-20;J57-P-20;same;;;;;;;;;;;;;;;;;;;
aps/gl_6;GL6;GL6;same;;;;;;;;;;;;;;;;;;;
aps/drozd;Drozd;Drozd;same;;;;;;;;;;;;;;;;;;;
aps/iron_fist;Iron Fist;Iron Fist;same;;;;;;;;;;;;;;;;;;;
aps/trophy_hv;Trophy HV;Trophy HV;same;;;;;;;;;;;;;;;;;;;
aps/muss;MUSS;MUSS;same;;;;;;;;;;;;;;;;;;;
aps/raam_segol;Raam Segol;Raam Segol;same;;;;;;;;;;;;;;;;;;;
counterMeasures/muss;MUSS;MUSS;same;;;;;;;;;;;;;;;;;;;
counterMeasures/jd_3;JD-3;JD-3;same;;;;;;;;;;;;;;;;;;;
counterMeasures/shtora1;Shtora-1;Shtora-1;same;;;;;;;;;;;;;;;;;;;
counterMeasures/an_vlq_8a;AN/VLQ-8A;AN/VLQ-8A;same;;;;;;;;;;;;;;;;;;;
counterMeasures/eirel;EIREL;EIREL;same;;;;;;;;;;;;;;;;;;;
counterMeasures/l_166;L-166;L-166;same;;;;;;;;;;;;;;;;;;;
counterMeasures/l_166_c1;L-166C1;L-166C1;same;;;;;;;;;;;;;;;;;;;
counterMeasures/an_alq_144;AN/ALQ-144;AN/ALQ-144;same;;;;;;;;;;;;;;;;;;;
counterMeasures/l_370;L-370-5;L-370-5;same;;;;;;;;;;;;;;;;;;;
counterMeasures/cn_z_10me;DIRCM;DIRCM;same;;;;;;;;;;;;;;;;;;;
counterMeasures/l_370v28_5l;L-370V28-5L;L-370V28-5L;same;;;;;;;;;;;;;;;;;;;
modification/305mm_ussr_52_obr1907_1941_navy_he;12-inch HE patt.1928;12-inch HE patt.1928;same;;;;;;;;;;;;;;;;;;;
modification/305mm_ussr_52_obr1907_1941_navy_he_ammo_pack;12-inch HE patt.1928;12-inch HE patt.1928;same;;;;;;;;;;;;;;;;;;;
modification/127mm_usa_mk42_mod0_common_sap;5-inch Common SP Mk.42;5-inch Common SP Mk.42;same;;;;;;;;;;;;;;;;;;;
modification/127mm_usa_mk42_mod0_common_sap_ammo_pack;5-inch Common SP Mk.42;5-inch Common SP Mk.42;same;;;;;;;;;;;;;;;;;;;
modification/127mm_usa_mk41_mod0_he_vt;5-inch HC-VT Mk.41;5-inch HC-VT Mk.41;same;;;;;;;;;;;;;;;;;;;
modification/127mm_usa_mk41_mod0_he_vt_ammo_pack;5-inch HC-VT Mk.41;5-inch HC-VT Mk.41;same;;;;;;;;;;;;;;;;;;;
modification/343mm_uk_navy_cpc_h;13.5 inch CPC;13.5 inch CPC;same;;;;;;;;;;;;;;;;;;;
modification/343mm_uk_navy_cpc_h_ammo_pack;13.5 inch CPC;13.5 inch CPC;same;;;;;;;;;;;;;;;;;;;
modification/343mm_uk_mark1a_navy_apc;13.5 inch APC Mk.Ia;13.5 inch APC Mk.Ia;same;;;;;;;;;;;;;;;;;;;
modification/343mm_uk_mark1a_navy_apc_ammo_pack;13.5 inch APC Mk.Ia;13.5 inch APC Mk.Ia;same;;;;;;;;;;;;;;;;;;;
modification/343mm_uk_navy_cpc_l;13.5 inch CPC;13.5 inch CPC;same;;;;;;;;;;;;;;;;;;;
modification/343mm_uk_navy_cpc_l_ammo_pack;13.5 inch CPC;13.5 inch CPC;same;;;;;;;;;;;;;;;;;;;
modification/343mm_uk_mark2a_navy_apc;13.5 inch APC Mk.IIa;13.5 inch APC Mk.IIa;same;;;;;;;;;;;;;;;;;;;
modification/343mm_uk_mark2a_navy_apc_ammo_pack;13.5 inch APC Mk.IIa;13.5 inch APC Mk.IIa;same;;;;;;;;;;;;;;;;;;;
modification/76mm_it_armstrong_navy_aphe;76-mm APHE;76-mm APHE;same;;;;;;;;;;;;;;;;;;;
modification/76mm_it_ansaldo_navy_he_df;76-mm HE-TF;76-mm HE-TF;same;;;;;;;;;;;;;;;;;;;
modification/76mm_it_ansaldo_navy_he_df_ammo_pack;76-mm HE-TF;76-mm HE-TF;same;;;;;;;;;;;;;;;;;;;
modification/76mm_it_ansaldo_navy_he;76-mm HE;76-mm HE;same;;;;;;;;;;;;;;;;;;;
modification/76mm_it_ansaldo_navy_he_ammo_pack;76-mm HE;76-mm HE;same;;;;;;;;;;;;;;;;;;;
modification/tank_bulldozer_blade;Dozer Blade;Dozer Blade;same;;;;;;;;;;;;;;;;;;;
modification/tank_bulldozer_blade_bhishma;Self-entrenching blade;Self-entrenching blade;same;;;;;;;;;;;;;;;;;;;
modification/t_90s_twmp;Anti-mine knife;Anti-mine knife;same;;;;;;;;;;;;;;;;;;;
engine_model/vk-2500p;VK-2500P;VK-2500P;same;;;;;;;;;;;;;;;;;;;
engine_model/r-35-300;R-35-300;R-35-300;same;;;;;;;;;;;;;;;;;;;
engine_model/gr_2600-a5b;GR-2600-A5B;GR-2600-A5B;same;;;;;;;;;;;;;;;;;;;
modification/343mm_uk_mark3a_navy_apc;13.5 inch APC Mk.IIIa;13.5 inch APC Mk.IIIa;same;;;;;;;;;;;;;;;;;;;
modification/343mm_uk_mark3a_navy_apc_ammo_pack;13.5 inch APC Mk.IIIa;13.5 inch APC Mk.IIIa;same;;;;;;;;;;;;;;;;;;;
engine_model/adour_mk104;Adour Mk.104;Adour Mk.104;same;;;;;;;;;;;;;;;;;;;
modification/ship_supportPlane;Hydroplane;Hydroplane;same;;;;;;;;;;;;;;;;;;;
modification/ship_supportPlane/desc;Mounts a launchable scout hydroplane.;An ability to carry and launch a scout hydroplane;nice;;;;;;;;;;;;;;;;;;;
engine_model/merlin-55m;Merlin 55M;Merlin-55M;nice;;;;;;;;;;;;;;;;;;;
engine_model/r-29bs-300;R-29BS-300;R-29BS-300;same;;;;;;;;;;;;;;;;;;;
engine_model/tf34_ge_100a;TF34-GE-100A;TF34-GE-100A;same;;;;;;;;;;;;;;;;;;;
engine_model/tf34_ge_100;TF34-GE-100;TF34-GE-100;same;;;;;;;;;;;;;;;;;;;
engine_model/j75-p-19w;J75-P-19W;J75-P-19W;same;;;;;;;;;;;;;;;;;;;
engine_model/j79_ge_j1e;J79-GE-J1E;J79-GE-J1E;same;;;;;;;;;;;;;;;;;;;
engine_model/j79_ge_10;J79-GE-10;J79-GE-10;same;;;;;;;;;;;;;;;;;;;
engine_model/j79_ge_10b;J79-GE-10B;J79-GE-10B;same;;;;;;;;;;;;;;;;;;;
modification/280mm_ger_skc34_sprgr_kz_navy_he;283-mm Spgr. L/4.4 Kz HE;283-mm Spgr. L/4.4 Kz HE;same;;;;;;;;;;;;;;;;;;;
modification/280mm_ger_skc34_pzgr_navy_apc;283-mm Psgr. L/4,4 APCBC;283-mm Psgr. L/4,4 APCBC;same;;;;;;;;;;;;;;;;;;;
modification/280mm_ger_skc34_pzgr_navy_apc_ammo_pack;283-mm Psgr. L/4,4 APCBC;283-mm Psgr. L/4,4 APCBC;same;;;;;;;;;;;;;;;;;;;
modification/280mm_ger_skc34_spgr_bdz_navy_sap;283-mm Spgr. L/4,4 Bdz SAP;283-mm Spgr. L/4,4 Bdz SAP;same;;;;;;;;;;;;;;;;;;;
modification/280mm_ger_skc34_spgr_bdz_navy_sap_ammo_pack;283-mm Spgr. L/4,4 Bdz SAP;283-mm Spgr. L/4,4 Bdz SAP;same;;;;;;;;;;;;;;;;;;;
modification/280mm_ger_skc34_aa_distant_fuse_navy_he;283-mm Spgr. L/4,4 Zt.Z HE-DF;283-mm Spgr. L/4,4 Zt.Z HE-DF;same;;;;;;;;;;;;;;;;;;;
modification/280mm_ger_skc34_aa_distant_fuse_navy_he_ammo_pack;283-mm Spgr. L/4,4 Zt.Z HE-DF;283-mm Spgr. L/4,4 Zt.Z HE-DF;same;;;;;;;;;;;;;;;;;;;
modification/380mm_ger_skc34_aa_distant_fuse_navy_he;380-mm Spgr. L/4,6 Zt.Z HE-DF;380-mm Spgr. L/4,6 Zt.Z HE-DF;same;;;;;;;;;;;;;;;;;;;
modification/380mm_ger_skc34_aa_distant_fuse_navy_he_ammo_pack;380-mm Spgr. L/4,6 Zt.Z HE-DF;380-mm Spgr. L/4,6 Zt.Z HE-DF;same;;;;;;;;;;;;;;;;;;;
modification/76mm_us_mk34_navy_he;76 mm Mk.34 HE;76 mm Mk.34 HE;same;;;;;;;;;;;;;;;;;;;
modification/76mm_us_mk34_navy_he_radio_fuse;76 mm Mk.34 HE-VT;76 mm Mk.34 HE-VT;same;;;;;;;;;;;;;;;;;;;
modification/76mm_us_mk34_navy_he_radio_fuse_ammo_pack;76 mm HE-VT;76 mm HE-VT;same;;;;;;;;;;;;;;;;;;;
modification/76mm_it_om1_he;76 mm OM-1 HE;76 mm OM-1 HE;same;;;;;;;;;;;;;;;;;;;
modification/76mm_it_om2_he;76 mm OM-2 HE;76 mm OM-2 HE;same;;;;;;;;;;;;;;;;;;;
modification/76mm_it_om2_he_ammo_pack;76 mm OM-2 HE;76 mm OM-2 HE;same;;;;;;;;;;;;;;;;;;;
modification/76mm_it_om2_he_radio_fuse;76 mm OM-2 HE-VT;76 mm OM-2 HE-VT;same;;;;;;;;;;;;;;;;;;;
modification/76mm_it_om2_he_radio_fuse_ammo_pack;76 mm OM-2 HE-VT;76 mm OM-2 HE-VT;same;;;;;;;;;;;;;;;;;;;
engine_model/wp-13a-ii;WP-13A-II;WP-13A-II;same;;;;;;;;;;;;;;;;;;;
engine_model/atar_9k_50;Atar 9K-50;Atar 9K-50;same;;;;;;;;;;;;;;;;;;;
modification/381mm_uk_bl_mk1_4crh_navy_cpc;15-inch 4crh CPC;15-inch 4crh CPC;same;;;;;;;;;;;;;;;;;;;
modification/381mm_uk_bl_mk1_4crh_navy_apc;15-inch 4crh Mark IIa APC;15-inch 4crh Mark IIa APC;same;;;;;;;;;;;;;;;;;;;
modification/381mm_uk_bl_mk1_4crh_navy_apc_ammo_pack;15-inch 4crh Mark IIa APC;15-inch 4crh Mark IIa APC;same;;;;;;;;;;;;;;;;;;;
modification/381mm_uk_bl_mk1_6crh_navy_apc;15-inch 6crh Mark XVIIb APC;15-inch 6crh Mark XVIIb APC;same;;;;;;;;;;;;;;;;;;;
modification/381mm_uk_bl_mk1_6crh_navy_apc_ammo_pack;15-inch 6crh Mark XVIIb APC;15-inch 6crh Mark XVIIb APC;same;;;;;;;;;;;;;;;;;;;
modification/381mm_uk_bl_mk1_6crh_22b_navy_apc;15-inch 6crh Mark XXIIb APC;15-inch 6crh Mark XXIIb APC;same;;;;;;;;;;;;;;;;;;;
modification/381mm_uk_bl_mk1_6crh_22b_navy_apc_ammo_pack;15-inch 6crh Mark XXIIb APC;15-inch 6crh Mark XXIIb APC;same;;;;;;;;;;;;;;;;;;;
modification/380mm_germ_skl_45_base_fuse_navy_he;380-mm Spr.gr. L/4,1 Bdz.;380-mm Spr.gr. L/4,1 Bdz.;same;;;;;;;;;;;;;;;;;;;
modification/380mm_germ_skl_45_navy_apcbc;380-mm Psgr. L/3,5 APCBC;380-mm Psgr. L/3,5 APCBC;same;;;;;;;;;;;;;;;;;;;
modification/380mm_germ_skl_45_navy_apcbc_ammo_pack;380-mm Psgr. L/3,5 APCBC;380-mm Psgr. L/3,5 APCBC;same;;;;;;;;;;;;;;;;;;;
modification/305mm_ussr_54_b_50_navy_ap;305-mm APCBC;305-mm APCBC;same;;;;;;;;;;;;;;;;;;;
modification/305mm_ussr_54_b_50_navy_ap_ammo_pack;305-mm APCBC;305-mm APCBC;same;;;;;;;;;;;;;;;;;;;
engine_model/tf30_p_412a;TF30-P-412A;TF30-P-412A;same;;;;;;;;;;;;;;;;;;;
engine_model/RSr_2_Soar;RSr.2 Soar;RSr.2 Soar;same;;;;;;;;;;;;;;;;;;;
engine_manufacturer/zhuzhou_aero-engine_factory;Zhuzhou Aero-Engine Factory;Zhuzhou Aero-Engine Factory;same;;;;;;;;;;;;;;;;;;;
engine_model/wz-8c;WZ-8C;WZ-8C;same;;;;;;;;;;;;;;;;;;;
engine_model/r-95sh;R-95SH;R-95SH;same;;;;;;;;;;;;;;;;;;;
engine_model/r-195;R-195;R-195;same;;;;;;;;;;;;;;;;;;;
engine_model/mercury_viia;Mercury VIIIA;Mercury VIIIA/AS;nice;;;;;;;;;;;;;;;;;;;
engine_manufacturer/umpo;UMPO;UMPO;same;;;;;;;;;;;;;;;;;;;
modification/tank_support_ucav;Scout UAV;Scout UAV;same;;;;;;;;;;;;;;;;;;;
modification/tank_support_ucav/desc;Allows launching a scout UAV.;An ability to carry and launch a scout UAV;nice;;;;;;;;;;;;;;;;;;;
modification/152mm_it_45cal_schneider_naval_he;152 mm HE Dirompente;152 mm HE Dirompente;same;;;;;;;;;;;;;;;;;;;
modification/152mm_it_45cal_schneider_naval_ap;152 mm APHE Perforante;152 mm APHE Perforante;same;;;;;;;;;;;;;;;;;;;
modification/152mm_it_45cal_schneider_naval_ap_ammo_pack;152 mm APHE Perforante;152 mm APHE Perforante;same;;;;;;;;;;;;;;;;;;;
modification/152mm_it_45cal_schneider_mod1916_naval_ap;152 mm APHE Perforante da 152/45-50;152 mm APHE Perforante da 152/45-50;same;;;;;;;;;;;;;;;;;;;
modification/152mm_it_45cal_schneider_mod1916_naval_ap_ammo_pack;152 mm APHE Perforante da 152/45-50;152 mm APHE Perforante da 152/45-50;same;;;;;;;;;;;;;;;;;;;
modification/25mm_mk38_naval_he;25 mm HEIT belts;25 mm HEIT belts;same;;;;;;;;;;;;;;;;;;;
modification/25mm_mk38_naval_he_ammo_pack;25 mm HEIT belts;25 mm HEIT belts;same;;;;;;;;;;;;;;;;;;;
modification/25mm_mk38_naval_apds;25 mm APDS belts;25 mm APDS belts;same;;;;;;;;;;;;;;;;;;;
modification/25mm_mk38_naval_apds_ammo_pack;25 mm APDS belts;25 mm APDS belts;same;;;;;;;;;;;;;;;;;;;
25mm_mk38_naval_he/name;25 mm HEIT belts;25 mm HEIT belts;same;;;;;;;;;;;;;;;;;;;
25mm_mk38_naval_apds/name;25 mm APDS belts;25 mm APDS belts;same;;;;;;;;;;;;;;;;;;;
engine_model/wz-8a;WZ-8A;WZ-8A;same;;;;;;;;;;;;;;;;;;;
engine_model/wz-8d;WZ-8D;WZ-8D;same;;;;;;;;;;;;;;;;;;;
engine_model/wz-9;WZ-9;WZ-9;same;;;;;;;;;;;;;;;;;;;
engine_model/makila_1k2;Makila 1K2;Makila 1K2;same;;;;;;;;;;;;;;;;;;;
engine_model/m53-5;M53-5;M53-5;same;;;;;;;;;;;;;;;;;;;
engine_model/m53-p2;M53-P2;M53-P2;same;;;;;;;;;;;;;;;;;;;
engine_model/cts800-4a;CTS800-4a;CTS800-4a;same;;;;;;;;;;;;;;;;;;;
engine_model/avon_115;Avon Mk.115;Avon Mk.115;same;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27/desc;Allows installing R-27R/R-27T air-to-air missiles.;Allows the installation of R-27R / R-27T air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27;R-27R/T;R-27R/T;same;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_73/desc;Allows installing R-73 air-to-air missiles.;Allows the installation of R-73 air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_73;R-73;R-73;same;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_73e/desc;Allows installing R-73E air-to-air missiles.;Allows the installation of R-73E air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_73e;R-73E;R-73E;same;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27r/desc;Allows installing R-27R air-to-air missiles.;Allows the installation of R-27R air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27r;R-27R;R-27R;same;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27t/desc;Allows installing R-27T air-to-air missiles.;Allows the installation of R-27T air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27t;R-27T;R-27T;same;;;;;;;;;;;;;;;;;;;
modification/su_27sm_r_27t_r_27et/desc;Allows installing R-27T/R-27ET air-to-air missiles.;Allows the installation of R-27T/R-27ET air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/su_27sm_r_27t_r_27et;R-27T/R-27ET;R-27T/R-27ET;same;;;;;;;;;;;;;;;;;;;
modification/su_27sm_r_27r_r_27er/desc;Allows installing R-27R/R-27ER air-to-air missiles.;Allows the installation of R-27R/R-27ER air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/su_27sm_r_27r_r_27er;R-27R/R-27ER;R-27R/R-27ER;same;;;;;;;;;;;;;;;;;;;
modification/su_r_27t1_r_27et1/desc;Allows installing R-27T1/R-27ET1 air-to-air missiles.;Allows the installation of R-27T1/R-27ET1 air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/su_r_27t1_r_27et1;R-27T1/R-27ET1;R-27T1/R-27ET1;same;;;;;;;;;;;;;;;;;;;
modification/su_r_27r1_r_27er1/desc;Allows installing R-27R1/R-27ER1 air-to-air missiles.;Allows the installation of R-27R1/R-27ER1 air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/su_r_27r1_r_27er1;R-27R1/R-27ER1;R-27R1/R-27ER1;same;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27er/desc;Allows installing R-27ER air-to-air missiles.;Allows the installation of R-27ER air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27er;R-27ER;R-27ER;same;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27et/desc;Allows installing R-27ET air-to-air missiles.;Allows the installation of R-27ET air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27et;R-27ET;R-27ET;same;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27et1/desc;Allows installing R-27ET1 air-to-air missiles.;Allows the installation of R-27ET1 air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27et1;R-27ET1;R-27ET1;same;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27r1/desc;Allows installing R-27R1 air-to-air missiles.;Allows the installation of R-27R1 air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27r1;R-27R1;R-27R1;same;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27t1/desc;Allows installing R-27T1 air-to-air missiles.;Allows the installation of R-27T1 air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27t1;R-27T1;R-27T1;same;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27er1/desc;Allows installing R-27ER1 air-to-air missiles.;Allows the installation of R-27ER1 air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/mig_29_r_27er1;R-27ER1;R-27ER1;same;;;;;;;;;;;;;;;;;;;
engine_model/f100_pw_220;F100-PW-220;F100-PW-220;same;;;;;;;;;;;;;;;;;;;
engine_model/f100_pw_229;F100-PW-229;F100-PW-229;same;;;;;;;;;;;;;;;;;;;
engine_model/rd-33;RD-33;RD-33;same;;;;;;;;;;;;;;;;;;;
modification/yak_141_r_77/desc;Allows installing R-77 air-to-air missiles.;Allows the installation of R-77 air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/yak_141_r_77;R-77;R-77;same;;;;;;;;;;;;;;;;;;;
modification/su_r_77_1/desc;Allows installing R-77-1 air-to-air missiles.;Allows the installation of R-77-1 air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/su_r_77_1;R-77-1;R-77-1;same;;;;;;;;;;;;;;;;;;;
modification/j_11a_rvv_ae/desc;Allows installing RVV-AE air-to-air missiles.;Allows the installation of RVV-AE air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/j_11a_rvv_ae;RVV-AE;RVV-AE;same;;;;;;;;;;;;;;;;;;;
modification/mig_21_bison_r_77e/desc;Allows installing R-77 air-to-air missiles.;Allows the installation of R-77 air-to-air missiles.;nice;;;;;;;;;;;;;;;;;;;
modification/mig_21_bison_r_77e;R-77;R-77;same;;;;;;;;;;;;;;;;;;;
modification/128mm_ger_c41_naval_HE;12.8 cm Spgr. L/4,5 Kz (mHb);12.8 cm Spgr. L/4,5 Kz (mHb);same;;;;;;;;;;;;;;;;;;;
modification/128mm_ger_c41_naval_HE_base_fuze;12.8 cm Spgr. L/4,5 Bd.Z (mHb);12.8 cm Spgr. L/4,5 Bd.Z (mHb);same;;;;;;;;;;;;;;;;;;;
