Column1;Column2;Column3;Column4;Column5;Column6;Column7
hotkeys/ID_TOGGLE_CANNONS_AND_ROCKETS_BALLISTIC_COMPUTER_HELICOPTER;Toggle Cannon Ballistic Computer;Toggle Cannon Ballistic Computer;nice;;;
hotkeys/ID_TOGGLE_ROCKETS_BALLISTIC_COMPUTER;Toggle Rocket Ballistic Computer;Toggle Rocket Ballistic Computer;nice;;;
hotkeys/ID_TOGGLE_ROCKETS_BALLISTIC_COMPUTER_HELICOPTER;Toggle Rocket Ballistic Computer;Toggle Rocket Ballistic Computer;nice;;;
hotkeys/ID_SHOW_MULTIFUNC_WHEEL_MENU;Multi-function Menu;Multi-function Menu;nice;;;
controls/hud_constantly_computed_sight;Gun ballistic computer;Cannons ballistic computer;nice;;;
controls/hud_rockets_constantly_computing_sight;Rocket ballistic computer;Rockets ballistic computer;nice;;;
hotkeys/ID_GAMEPAD_RESET_GYRO_TILT;Reset motion sensor orientation;Reset motion sensor orientation;nice;;;
controls/hud_switch_registered_bombing_target;Switch mission bombing target;Switch mission bombing target;nice;;;
hotkeys/ID_SWITCH_REGISTERED_BOMB_TARGETING_POINT;Switch mission bombing target;Switch mission bombing target;nice;;;
hotkeys/ID_LOCK_TARGETING_AT_POINT;Activate target point;Activate target point;nice;;;
hotkeys/ID_UNLOCK_TARGETING_AT_POINT;Deactivate target point;Deactivate target point;nice;;;
hotkeys/ID_LOCK_TARGETING;Sight stabilization;Sight stabilization;nice;;;
hotkeys/ID_UNLOCK_TARGETING;Disable sight stabilization;Disable sight stabilization;nice;;;
hotkeys/ID_REQUEST_DETECT_ALLY_HELI;Request location of allies;Request location of allies;nice;;;
hotkeys/ID_SQUAD_TARGET_DESIGNATION;Set target for squad;Set target for squad;nice;;;
controls/wheelmenu_x;Radial menu navigation (X-axis);Radial menu navigation (X-axis);nice;;;
controls/wheelmenu_y;Radial menu navigation (Y-axis);Radial menu navigation (Y-axis);nice;;;
controls/gm_wheelmenu_x;Radial menu navigation (X-axis);Radial menu navigation (X-axis);nice;;;
controls/gm_wheelmenu_y;Radial menu navigation (Y-axis);Radial menu navigation (Y-axis);nice;;;
controls/ship_wheelmenu_x;Radial menu navigation (X-axis);Radial menu navigation (X-axis);nice;;;
controls/ship_wheelmenu_y;Radial menu navigation (Y-axis);Radial menu navigation (Y-axis);nice;;;
controls/helicopter_wheelmenu_x;Radial menu navigation (X-axis);Radial menu navigation (X-axis);nice;;;
controls/helicopter_wheelmenu_y;Radial menu navigation (Y-axis);Radial menu navigation (Y-axis);nice;;;
hotkeys/ID_EVENT_ACTION;Event Action;Event Action;nice;;;
hotkeys/ID_FIRE_COMMON;Fire selected weapon;Fire selected weapon;nice;;;
hotkeys/ID_EXIT_SHOOTING_CYCLE_MODE;Exit selected weapon mode;Exit selected weapon mode;nice;;;
hotkeys/ID_SWITCH_SHOOTING_CYCLE_CANNON;Switch selected weapon to guns;Switch selected weapon to guns;nice;;;
hotkeys/ID_SWITCH_SHOOTING_CYCLE_ROCKET;Switch selected weapon to missiles;Switch selected weapon to missiles;nice;;;
hotkeys/ID_SWITCH_SHOOTING_CYCLE_BOMB;Switch selected weapon to bombs;Switch selected weapon to bombs;nice;;;
hotkeys/ID_FIRE_COMMON_HELICOPTER;Fire selected weapon;Fire selected weapon;nice;;;
hotkeys/ID_EXIT_SHOOTING_CYCLE_MODE_HELICOPTER;Exit selected weapon mode;Exit selected weapon mode;nice;;;
hotkeys/ID_RESIZE_SECONDARY_WEAPON_SERIES;Secondary weapon ripple quantity;Secondary weapon ripple quantity;nice;;;
hotkeys/ID_RESIZE_SECONDARY_WEAPON_SERIES_HELICOPTER;Secondary weapon ripple quantity;Secondary weapon ripple quantity;nice;;;
hotkeys/ID_SWITCH_SHOOTING_CYCLE_CANNON_HELICOPTER;Switch selected weapon to guns;Switch selected weapon to guns;nice;;;
hotkeys/ID_SWITCH_SHOOTING_CYCLE_ROCKET_HELICOPTER;Switch selected weapon to missiles;Switch selected weapon to missiles;nice;;;
hotkeys/ID_SWITCH_SHOOTING_CYCLE_BOMB_HELICOPTER;Switch selected weapon to bombs;Switch selected weapon to bombs;nice;;;
hotkeys/ID_FIRE_PRIMARY;Fire primary weapons;Fire primary weapons;nice;;;
hotkeys/ID_FIRE_SECONDARY;Fire secondary weapons;Fire secondary weapons;nice;;;
hotkeys/ID_FIRE_PRIMARY_HELICOPTER;Fire primary weapons;Fire primary weapons;nice;;;
hotkeys/ID_FIRE_SECONDARY_HELICOPTER;Fire secondary weapons;Fire secondary weapons;nice;;;
hotkeys/ID_WEAPON_SELECTOR_HEADER;Weapon Selector;Weapon Selector;nice;;;
hotkeys/ID_SWITCH_SHOOTING_CYCLE_PRIMARY;Switch primary weapons;Switch primary weapons;nice;;;
hotkeys/ID_SWITCH_SHOOTING_CYCLE_SECONDARY;Switch secondary weapons;Switch secondary weapons;nice;;;
hotkeys/ID_OPEN_VISUAL_WEAPON_SELECTOR;Visual weapon selector;Visual weapon selector;nice;;;
hotkeys/ID_SWITCH_SHOOTING_CYCLE_COUNTER_MEASURE;Switch countermeasures;Switch countermeasures;nice;;;
hotkeys/ID_TOGGLE_BOMBS_AUTO_RELEASE;Automatic bomb release in CCRP mode;Automatic bomb release in CCRP mode;nice;;;
hotkeys/ID_SWITCH_SHOOTING_CYCLE_PRIMARY_HELICOPTER;Switch primary weapons;Switch primary weapons;nice;;;
hotkeys/ID_SWITCH_SHOOTING_CYCLE_SECONDARY_HELICOPTER;Switch secondary weapons;Switch secondary weapons;nice;;;
hotkeys/ID_SWITCH_SHOOTING_CYCLE_COUNTER_MEASURE_HELICOPTER;Switch countermeasures;Switch countermeasures;nice;;;
hotkeys/ID_TOGGLE_BOMBS_AUTO_RELEASE_HELICOPTER;Automatic bomb release in CCRP mode;Automatic bomb release in CCRP mode;nice;;;
controls/vtol;Thrust Vector;Thrust Vector;nice;;;
controls/climb;Hover height;Hover height;nice;;;
hotkeys/climb;Hover;Hover;same;;;
hotkeys/ID_CONTROL_MODE;Hover mode;Hover mode;nice;;;
hotkeys/ID_AIR_REVERSE;Thrust reversal;Thrust reversal;nice;;;
hotkeys/sweep;Wing sweep;Wing sweep;nice;;;
hotkeys/sweep_rangeMax;Increase wing sweep;Increase wing sweep;nice;;;
hotkeys/sweep_rangeMin;Decrease wing sweep;Decrease wing sweep;nice;;;
hotkeys/sweep_rangeSet;Reset wing sweep;Reset wing sweep;nice;;;
hotkeys/ID_SWEEP_MODE;Switch wing sweep control mode;Switch wing sweep control mode;nice;;;
controls/sweep;Wing sweep;Wing sweep;nice;;;
controls/sweepIsNowAuto;MANUAL control of wing sweep is unavailable as AUTO mode is enabled;MANUAL control of wing sweep is unavailable as AUTO mode is enabled;nice;;;
controls/noSweep;;No wing sweep control;nice;;;
controls/noMultipleSweepModes;Only one wing sweep control mode is available;Only one wing sweep control mode is available;nice;;;
controls/sweepManual;MANUAL wing sweep control mode;MANUAL wing sweep control mode;nice;;;
controls/sweepSemiAuto;SEMI-AUTO wing sweep control mode;SEMI-AUTO wing sweep control mode;nice;;;
controls/sweepAuto;AUTO wing sweep control mode;AUTO wing sweep control mode;nice;;;
controls/groundBlocksSweep;Wing sweep control blocked on the ground;Wing sweep control is blocked on the ground;nice;;;
controls/mechBlocksSweep;Wing sweep control blocked by Gaijoob;Wing sweep control is blocked by another mechanization;nice;;;
controls/payloadBlocksSweep;Payload blocks wing sweep control;Payload blocks wing sweep control;nice;;;
hotkeys/ID_TOGGLE_STEALTH;Camouflage system;Сamouflage system;nice;;;
hotkeys/ID_TOGGLE_AUTOTURRET_TARGETS;Toggle autoturret targets;Toggle autoturret targets;nice;;;
hotkeys/ID_SELECT_AUTOTURRET_TARGET;Manual targeting to the autoturret;Manual targeting to the autoturret;nice;;;
hotkeys/ID_CAMERA_COMMANDER;Commander sight;Commander sight;nice;;;
hotkeys/ID_COMMANDER_AIM_MODE;Commander fire control;Commander fire control;nice;;;
hotkeys/ID_GUIDED_BOMBS;Drop guided bombs;Drop guided bombs;nice;;;
hotkeys/ID_GUIDED_BOMBS_LOCK;Lock guided bombs;Lock guided bombs;nice;;;
hotkeys/ID_GUIDED_BOMBS_HELICOPTER;Drop guided bombs;Drop guided bombs;nice;;;
hotkeys/ID_GUIDED_BOMBS_LOCK_HELICOPTER;Lock guided bombs;Lock guided bombs;nice;;;
hotkeys/ID_GM_TERRAFORM_TOGGLE;Entrenching: Enable / Disable;Entrenching: Enable / Disable;nice;;;
hotkeys/ID_START_SUPPORT_PLANE_SHIP;Surveillance aircraft: catapult activation / launch;Surveillance aircraft: catapult activation / launch;nice;;;
hotkeys/ID_CANCEL_SUPPORT_PLANE_FUSE;Surveillance aircraft: catapult deactivation;Surveillance aircraft: catapult deactivation;nice;;;
hotkeys/ID_PLANE_KILLSTREAK_WHEEL_MENU;Event selection menu;Event selection menu;nice;;;
hotkeys/ID_HELICOPTER_KILLSTREAK_WHEEL_MENU;Killstreak menu;Event selection menu;nice;;;
hotkeys/ID_AIR_BRAKE_HELICOPTER;Toggle Airbrake;Toggle Airbrake;nice;;;
hotkeys/ID_REPLAY_BACKWARD;Backward;Backward;same;;;
hotkeys/ID_REPLAY_FORWARD;Forward;Forward;same;;;
hotkeys/ID_JETTISON_SECONDARY_HELICOPTER;Jettison secondary weapon;Jettison secondary weapon;nice;;;
hotkeys/ID_JETTISON_SECONDARY;Jettison secondary weapon;Jettison secondary weapon;nice;;;
hotkeys/ID_START_SUPPORT_PLANE;UAV Launch;UAV Launch;nice;;;
hotkeys/ID_SUPPORT_PLANE_ORBITING;Flying in orbit;Flying in orbit;nice;;;
hotkeys/ID_SUPPORT_PLANE_ORBITING_SHIP;Flying in orbit;Flying in orbit;nice;;;
TXT_CONTROL_MODE_ORBITING;Flying in orbit mode;Flying in orbit mode;nice;;;
hotkeys/ID_START_UGV;UGV deploy;UGV deploy;nice;;;
hotkeys/ID_SLAVE_UNIT_SPAWN;Deploy fire unit vehicle;Auxiliary vehicle deployment;nice;;;
hotkeys/ID_SLAVE_UNIT_SWITCH;Switch to fire unit vehicle;Switch to auxiliary vehicle;nice;;;
hotkeys/ID_SLAVE_UNIT_PROHIBIT_0;Prohibit fire for first launcher;Prohibit fire for the first launcher;nice;;;
hotkeys/ID_SLAVE_UNIT_PROHIBIT_1;Prohibit fire for second launcher;Prohibit fire for the second launcher;nice;;;
hotkeys/ID_MINE_DETONATION;Mine detonation;Mine detonation;nice;;;
hotkeys/ID_UNLIMITED_CONTROL;Select the mission vehicle to control;Select the mission vehicle to control;nice;;;
hotkeys/ID_TOGGLE_CONSTRUCTION_MODE;Build objects;Building of objects;nice;;;
hotkeys/ID_SUBMARINE_TOGGLE_PERISCOPE;Up/down periscope;Up/down periscope;nice;;;
controls/haptic_feedback;Haptic Feedback;Haptic Feedback;nice;;;
controls/workshop;WT Live: controls;WT Live: controls;nice;;;
hotkeys/ID_DESIGNATE_TARGET;Designate a team target;Designate a team target;nice;;;
options/free_camera_zoom_speed;Zoom speed;Zoom speed;nice;;;
options/replay_fov;Free camera FOV;Free camera FOV;nice;;;
hotkeys/sensor_cue_x_rangeMax;Maximum horizontal Radar/IRST cue axis;Maximum horizontal Radar/IRST cue axis;nice;;;
hotkeys/sensor_cue_x_rangeMin;Minimum horizontal Radar/IRST cue axis;Minimum horizontal Radar/IRST cue axis;nice;;;
hotkeys/sensor_cue_x_rangeSet;Reset horizontal Radar/IRST cue axis;Reset horizontal Radar/IRST cue axis;nice;;;
hotkeys/sensor_cue_x;Enable horizontal Radar/IRST cue axis;Enable horizontal Radar/IRST cue axis;nice;;;
hotkeys/sensor_cue_y_rangeMax;Maximum vertical Radar/IRST cue axis;Maximum vertical Radar/IRST cue axis;nice;;;
hotkeys/sensor_cue_y_rangeMin;Minimum vertical Radar/IRST cue axis;Minimum vertical Radar/IRST cue axis;nice;;;
hotkeys/sensor_cue_y_rangeSet;Reset vertical Radar/IRST cue axis;Reset vertical Radar/IRST cue axis;nice;;;
hotkeys/sensor_cue_y;Enable vertical Radar/IRST cue axis;Enable vertical Radar/IRST cue axis;nice;;;
hotkeys/sensor_cue_z_rangeMax;Maximum Radar/IRST tilt axis;Maximum Radar/IRST tilt axis;nice;;;
hotkeys/sensor_cue_z_rangeMin;Minimum Radar/IRST tilt axis;Minimum Radar/IRST tilt axis;nice;;;
hotkeys/sensor_cue_z_rangeSet;Reset Radar/IRST tilt axis;Reset Radar/IRST tilt axis;nice;;;
hotkeys/sensor_cue_z;Enable Radar/IRST tilt axis;Enable Radar/IRST tilt axis;nice;;;
hotkeys/helicopter_sensor_cue_x_rangeMax;Maximum horizontal Radar/IRST cue axis;Maximum horizontal Radar/IRST cue axis;nice;;;
hotkeys/helicopter_sensor_cue_x_rangeMin;Minimum horizontal Radar/IRST cue axis;Minimum horizontal Radar/IRST cue axis;nice;;;
hotkeys/helicopter_sensor_cue_x_rangeSet;Reset horizontal Radar/IRST cue axis;Reset horizontal Radar/IRST cue axis;nice;;;
hotkeys/helicopter_sensor_cue_x;Enable horizontal Radar/IRST cue axis;Enable horizontal Radar/IRST cue axis;nice;;;
hotkeys/helicopter_sensor_cue_y_rangeMax;Maximum vertical Radar/IRST cue axis;Maximum vertical Radar/IRST cue axis;nice;;;
hotkeys/helicopter_sensor_cue_y_rangeMin;Minimum vertical Radar/IRST cue axis;Minimum vertical Radar/IRST cue axis;nice;;;
hotkeys/helicopter_sensor_cue_y_rangeSet;Reset vertical Radar/IRST cue axis;Reset vertical Radar/IRST cue axis;nice;;;
hotkeys/helicopter_sensor_cue_y;Enable vertical Radar/IRST cue axis;Enable vertical Radar/IRST cue axis;nice;;;
hotkeys/helicopter_sensor_cue_z_rangeMax;Maximum Radar/IRST tilt axis;Maximum Radar/IRST tilt axis;nice;;;
hotkeys/helicopter_sensor_cue_z_rangeMin;Minimum Radar/IRST tilt axis;Minimum Radar/IRST tilt axis;nice;;;
hotkeys/helicopter_sensor_cue_z_rangeSet;Reset Radar/IRST tilt axis;Reset Radar/IRST tilt axis;nice;;;
hotkeys/helicopter_sensor_cue_z;Enable Radar/IRST tilt axis;Enable Radar/IRST tilt axis;nice;;;
hotkeys/ID_COLLAPSE_ACTION_BAR;Collapse/expand action bar in battle;Collapse/expand action bar in battle;nice;;;
TXT_MACH_NUMBER_BLOCKS_FLAPS;Fucking flaps better open at speed, Gaijoob hates consistency;Flaps blocked at high speed;trim;;;
TXT_MACH_NUMBER_BLOCKS_GEAR;Gear blocked at high speed;Gear blocked at high speed;nice;;;
TXT_MACH_NUMBER_BLOCKS_CHUTE;Chute blocked at high speed;Chute blocked at high speed;nice;;;
HUD/TXT_MACH_NUMBER_BLOCKS_VTOL;Thrust vector blocked at high speed;Thrust vector blocked at high speed;nice;;;
controls/machNumberBlocksAirbrake;What kind of idiot has airbrakes that are blocked at high speed;Airbrake blocked at high speed;trim;;;
controls/mach_number_blocks_bay_door;Bay door blocked at high speed;Bay door blocked at high speed;nice;;;
controls/machNumberBlocksSweep;Gaijoob can't model wing sweep hit boxes, Esports Ready;Wing sweep control is blocked at high speed;trim;;;
controls/help/aircraft/aam/base_info;Basic flight information and the status of the selected weapon;Basic flight information and the status of the selected weapon;nice;;;
controls/help/aircraft/aam/rls_info;Indication of target acquisition by radar and seeker of air-to-air missile weapons for a missile with IR and radial guidance system;Indication of target acquisition by radar and seeker of air-to-air missile weapons for a missile with IR and radial guidance system;nice;;;
controls/help/aircraft/aam/spo_info;Indication of operation of the radiation or missile launch warning system;Indication of operation of the radiation or missile launch warning system;nice;;;
controls/help/aircraft/aam/rocket_launch_info;Indication of another player launching a missile;Indication of another player launching a missile;nice;;;
controls/help/aircraft/aam/weapon_select_info;Selection of weapons to use;Selection of weapons to use;nice;;;
controls/help/aircraft/aam/quick_access_info;For quick access to aircraft systems, use the multifunction menu;For quick access to aircraft systems, use the multifunction menu;nice;;;
controls/help/aircraft/aam/base_control_info;Basic control of Radar/IRST;Basic control of Radar/IRST;nice;;;
controls/help/aircraft/aam/countermeasures;Countermeasures are used to divert weapons or capture radars;Countermeasures are used to divert weapons or capture radars;nice;;;
controls/help/aircraft/atmg/shooting_window_info;Shooting window indication;Shooting window indication;nice;;;
controls/help/aircraft/atmg/guided_weapons_info;Use of guided weapons;Use of guided weapons;nice;;;
controls/help/aircraft/atmg/aiming_camera_info;Controlling the aiming camera and weapons;Controlling the aiming camera and weapons;nice;;;
hotkeys/ID_AIRPLANE_SWITCH_FUSE_MODE;Switch fuze mode;Switch fuze mode;nice;;;
hotkeys/ID_HELICOPTER_SWITCH_FUSE_MODE;Switch fuze mode;Switch fuze mode;nice;;;
hotkeys/ID_SHIP_SWITCH_FUSE_MODE;Switch fuze mode;Switch fuze mode;nice;;;
hotkeys/ID_TANK_SWITCH_FUSE_MODE;Switch fuze mode;Switch fuze mode;nice;;;
options/hold_button_for_tactical_map;Hold the tactical map button;Hold the tactical map button;nice;;;
hotkeys/ID_MANEUVERABILITY_MODE;Switch maneuver and limits mode;Switch maneuver and limits mode;nice;;;
hotkeys/ID_MANEUVERABILITY_MODE_HELICOPTER;Switch maneuver and limits mode;Switch maneuver and limits mode;nice;;;
hotkeys/ID_TOGGLE_UAV_CAMERA;Switch tactical map to UAV camera;Switch tactical map to UAV camera;nice;;;
TXT_MANEUVERABILITY_MODE_ON;"""Maneuver"" mode: ON. AoA limits: OFF";"""Maneuver"" mode: ON. AoA limits: OFF";nice;;;
